,Food_Code,Portion_Default,Portion_Amount,Portion_Display_Name,Factor,Increment,Multiplier,Grains,Whole_Grains,Vegetables,Orange_Vegetables,Drkgreen_Vegetables,Starchy_vegetables,Other_Vegetables,Fruits,Milk,Meats,Soy,Drybeans_Peas,Oils,Solid_Fats,Added_Sugars,Alcohol,Calories,Saturated_Fats
Chicken Teriyaki frozen meal,28141200,1,1,regular meal,1,0.5,0.5,1.1218,0,0.47428,0.45724,0,0,0.01704,0,0,2.59008,0,0,0.21458,53.8038,5.44704,0,360.68,4.402
Chicken with rice diet frozen meal,28141250,1,1,regular meal,1,0.5,0.5,0.90134,0,0.44826,0,0,0,0.44826,0.00723,0,2.54737,0,0,0.80494,6.46362,7.99112,0,272.33,1.7352
Chicken fettuccine diet frozen meal,28143080,1,1,regular meal,1,0.5,0.5,1.39298,0,0,0,0,0,0,0,0.02651,2.53532,0,0,0,9.08811,0.94013,0,265.1,1.0845
Turkey with dressing frozen meal,28145210,1,1,regular meal,1,0.5,0.5,0.3276,0,0.69264,0.15912,0,0.53352,0,0.01872,0.0624,3.14808,0.00312,0,0,128.10096,83.62488,0,483.6,6.1152
Shrimp with pasta diet frozen meal,28154010,1,1,regular meal,1,0.5,0.5,1.63176,0,0.5772,0.2964,0.09984,0,0.17784,0,0,1.53192,0.00312,0,0.34528,17.49384,8.36756,0,290.16,1.6848
Beef broth or consomme,28310110,1,1,cup,1,0.5,0.5,0.0192,0,0,0,0,0,0,0,0,0,0.0216,0,0,4.4712,0,0,16.8,0.264
Pepperpot soup or menudo soup,28311010,1,1,cup,1,0.5,0.5,0.39524,0,0.11327,0.03133,0,0.04097,0.03856,0,0,0.52056,0.01205,0,0,35.46315,0.66593,0,103.63,2.0485
Chunky beef vegetable soup,28315100,1,1,cup,1,0.5,0.5,1.212,0,0.3816,0.0936,0,0.0936,0.1944,0,0,0.5664,0.0504,0.0744,0.4688,10.6272,2.06751,0,170.4,2.544
Mexican beef vegetable soup,28315140,1,1,cup,1,0.5,0.5,0,0,0.78153,0.08365,0,0.39674,0.30114,0,0,0.70983,0,0,0,29.16756,0,0,143.4,2.1032
Pozole,28315150,1,1,cup,1,0.5,0.5,0,0,0.36414,0,0,0.31416,0.04998,0,0,1.1067,0,0,0,16.72902,0,0,195.16,2.1182
Chicken gumbo soup,28340310,1,1,cup,1,0.5,0.5,0.2562,0,0.2074,0,0,0,0.2074,0,0,0.19764,0.01464,0,0,6.17076,5.11611,0,56.12,0.3172
Sweet & sour soup,28340550,1,1,cup,1,0.5,0.5,0.15128,0,0.4758,0,0,0,0.4758,0.04636,0.00244,0.22692,0.03172,0,0.03308,0,23.71654,0,73.2,0.244
Chicken vegetable soup,28340660,1,1,cup,1,0.5,0.5,0,0,0.76002,0.05975,0,0.18164,0.51863,0,0,1.07311,0,0,0,0,0.23308,0,136.23,1.0038
Mexican chicken vegetable soup with rice,28340670,1,1,cup,1,0.5,0.5,0.12826,0,0.8,0.18392,0,0.4,0.18634,0,0,0.73568,0,0,0,0,0,0,181.5,0.8954
Hot & sour soup,28340750,1,1,cup,1,0.5,0.5,0.15128,0,0.24644,0,0,0,0.24644,0,0,1.2932,0.22692,0,0,38.40804,0,0,161.04,2.684
Cream of chicken soup (with water),28345130,1,1,cup,1,0.5,0.5,1.06384,0,0.00244,0,0,0,0.00244,0,0.00488,0.20496,0.00976,0,0,62.56404,0.07932,0,117.12,2.074
New England clam chowder,28355120,1,1,cup,1,0.5,0.5,0.35464,0,0.06944,0,0,0.06944,0,0,0.50096,0.434,0.0496,0,0,40.3992,0,0,148.8,1.86
Lobster bisque,28355250,1,1,cup,1,0.5,0.5,0.18848,0,0.04712,0,0,0,0.04712,0,0.77128,2.10056,0,0,0,109.74744,0,0,248,3.968
Chicken gravy,28500000,1,0.25,cup,0.25,0.25,1,0.30048,0,0.00179,0,0,0,0.00179,0,0.00416,0.08032,0.00476,0,0.02367,27.3587,0.08704,0,47.005,0.83895
Beef gravy,28500040,1,0.25,cup,0.25,0.25,1,0.37164,0,0.00117,0,0,0,0.00117,0,0.00058,0.09436,0.00641,0,0.02019,8.61343,0.00947,0,30.8725,0.66988
Mushroom gravy,28500100,1,0.25,cup,0.25,0.25,1,0.2142,0.00119,0.0119,0,0,0,0.0119,0,0,0,0.00595,0,0,1.46727,0.62862,0,16.065,0.11305
Mole poblana sauce,28522000,1,0.25,cup,0.25,0.25,1,0.03644,0,0.11395,0,0.00133,0,0.11329,0.03511,0,0.44785,0.00199,0,0.44741,20.73758,0,0,78.175,1.30512
Hard or soft boiled egg,31103000,1,1,large egg,1,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,23.9895,0,0,77,1.625
Fried egg,31105000,1,1,large egg,1,0.5,0.5,0,0,0,0,0,0,0,0,0,1.00004,0,0,0,37.35936,0,0,89.24,1.8768
Egg white,31109010,1,1,egg white,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,17.16,0
Deviled egg,32102000,1,0.5,egg,1,0.5,1,0,0,0,0,0,0,0,0,0,0.5704,0,0,0.44578,13.72959,0,0,62.31,1.2307
Egg salad,32103000,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,1.62171,0,0,5.55395,38.97099,0.01804,0,352.98,6.3936
Scrambled egg (cooked without fat),32104950,1,1,large egg,1,0.5,0.5,0,0,0,0,0,0,0,0,0.0774,1,0,0,0,22.9392,0,0,78,1.674
Scrambled egg (cooked with fat),32105000,1,1,large egg,1,0.5,0.5,0,0,0,0,0,0,0,0,0.0775,1,0,0,0,38.4462,0,0,93.62,1.9964
"Egg, cheese & ham on English muffin",32202010,1,1,McMuffin,1,0.5,0.5,1.82925,0,0,0,0,0,0,0,0.3429,1.82925,0,0,0.0957,81.4293,3.31338,0,311.85,5.4405
"Egg, cheese & sausage on English muffin",32202030,1,1,regular sandwich,1,0.5,0.5,1.85394,0,0,0,0,0,0,0,0.51516,1.58682,0,0,0.09717,224.9532,3.3597,0,457.92,11.1777
Egg & sausage on biscuit,32202060,1,1,biscuit,1,0.5,0.5,2.324,0,0,0,0,0,0,0,0,1.869,0,0,0,294.09975,2.81601,0,565.25,14.56
"Egg, cheese & bacon on biscuit",32202070,1,1,biscuit,1,0.5,0.5,2.14353,0,0,0,0,0,0,0,0.42687,1.14597,0,0,0,191.30661,2.58634,0,437.58,7.1451
Egg drop soup,32300100,1,1,cup,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5002,0.0122,0,0,19.9836,0,0,73.2,1.1468
Egg Beaters,33201010,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,0
"Dry beans, cooked with fat",41101010,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5004,0,59.4621,0,0,164.7,2.619
"Dry beans, cooked without fat",41101020,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.49963,0,0,0,0,110.25,0.07
Baked beans,41201020,1,0.5,cup,0.5,0.25,0.5,0.07874,0,0.2286,0,0,0,0.2286,0,0,0,0,0.32131,0,0,29.86981,0,118.11,0.1524
Refried beans,41205010,1,0.5,cup,0.5,0.25,0.5,0,0,0.07463,0,0,0,0.07463,0,0,0,0,0.5,0.62603,27.59724,0,0,182.16,1.7457
Hummus,41205070,1,1,Tablespoon,1,1,1,0,0,0.00105,0,0,0,0.00105,0.00615,0,0.04995,0,0.0723,0.19613,0,0,0,26.55,0.168
Pork & beans,41208030,1,0.5,cup,0.5,0.25,0.5,0.09994,0,0.02657,0,0,0,0.02657,0,0,0,0,0.34155,0.00084,9.49509,19.06033,0,123.97,0.506
"Dry blackeye peas, cooked without fat",41301020,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.50024,0,0,0,0,97.175,0.10985
Chickpeas,41302020,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5002,0,0,0,0,147.6,0.2542
Split peas,41303000,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.4998,0,0,0,0,114.66,0.049
Lentils,41305000,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.50042,0,0,0,0,109.825,0.04775
Soy nuts,41410010,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0.99998,0,0.72788,0,0,0,109.5075,0.85328
Tofu,41420010,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,1.00006,0,0,0,0,0,37.82,0.3286
Soy sauce,41420300,1,1,Tablespoon,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0.0016
Teriyaki sauce,41420400,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7653,0,53.55,0
Worcestershire sauce,41420450,1,1,teaspoon,0.33,0.5,0.5,0,0,0.00505,0,0,0,0.00505,0,0,0.01268,0,0,0,0,1.96504,0,3.7587,0
Protein powder,41430000,1,1,Tablespoon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.293,0.1395
Tofutti tofu frozen dessert,41480010,1,0.5,cup,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.16564,0,0.00474,105.37902,65.14863,0,180.4,2.5584
Bean soup,41601010,1,1,cup,1,0.5,0.5,0.3795,0,0.0759,0.01518,0,0,0.05819,0,0,0.11385,0,0.25553,0,30.01086,2.96083,0,136.62,1.2144
Miso soup,41601070,1,1,cup,1,0.5,0.5,0.1152,0.1152,0.3264,0.0504,0.1728,0,0.1032,0,0,0,0.0096,0.0432,0.34987,6.3072,0,0,84,0.576
Bean soup with macaroni,41601090,1,1,cup,1,0.5,0.5,0.38203,0,0.46805,0,0,0,0.46805,0,0,0,0.00759,0.18975,0.57122,5.19156,0,0,154.33,0.6325
Bean soup with ham,41601110,1,1,cup,1,0.5,0.5,0.41796,0,0.43011,0.13122,0,0.243,0.05589,0,0,0.71928,0,0.29889,1.08108,0,5.60861,0,221.13,1.3122
Split pea soup with ham,41602030,1,1,cup,1,0.5,0.5,0.09108,0,0.72358,0.18722,0,0.33902,0.19481,0,0,1.06766,0,0.27071,0,8.40213,4.00752,0,195,1.67
Lentil soup,41603010,1,1,cup,1,0.5,0.5,0,0,0.28272,0.0496,0,0,0.23312,0,0,0,0,0.54808,0.9154,0,0,0,181.04,0.5704
Meatless bacon bits,41810250,1,1,Tablespoon,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.20167,0,0.39214,0,0,0,33.32,0.2835
Meatless sausage,41810400,1,1,link,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.7955,0,0.49861,19.92825,0,0,64.25,0.7325
Meatless fried chicken (breaded),41810610,1,1,piece,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1.22112,0,0.96904,0,0,0,84.24,0.4068
Meatless hot dog (no bun),41811400,1,1,frankfurter,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,2.3478,0,1.05078,42.0966,0,0,163.1,1.372
Soy burger (no bun),41811900,1,1,patty,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,2.4689,0,0.83564,0,0.22756,0,125.3,0.504
Veggie burger (no bun),41811910,1,1,patty,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,2.50417,0,0.84758,0,0.23081,0,127.09,0.5112
Vegetarian chili,41812450,1,0.5,cup,0.5,0.25,0.5,0,0,0.2535,0,0,0,0.2535,0,0,0,0.76962,0.24638,0.42757,11.80719,0,0,135.89,0.5715
Vegetarian meatloaf or patty,41812900,1,1,slice,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1.97512,0,1.09636,0,0,0,110.32,0.8008
Almonds,42100100,1,1,ounce (22 almonds),1,0.25,0.25,0,0,0,0,0,0,0,0,0,2.00009,0,0,2.02142,0,0,0,163.863,1.09998
Brazil nuts,42102000,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0,2.46925,0,0,3.72369,0,0,0,229.6,5.299
Cashews,42104000,1,1,ounce (18 cashews),1,0.25,0.25,0,0,0,0,0,0,0,0,0,2.00009,0,0,1.7652,4.63608,0,0,164.7135,2.40408
Roasted chestnuts,42105000,1,1,ounce (3 chestnuts),1,0.25,0.25,0,0,0,0,0,0,0,0,0,2.00009,0,0,0,0,0,0,69.4575,0.11624
Shredded sweetened coconut,42106020,1,0.25,cup shredded,0.25,0.25,1,0,0,0,0,0,0,0,0,0,1.64029,0,0,1.18265,0,36.32428,0,110.205,6.62858
Filberts (hazelnuts),42107000,1,1,ounce (20 nuts),2,0.25,0.25,0,0,0,0,0,0,0,0,0,1.9754,0,0,2.62553,0,0,0,175.84,1.2488
Macadamia nuts,42109100,1,1,ounce (11 nuts),1,0.25,0.25,0,0,0,0,0,0,0,0,0,2.00009,0,0,3.62414,0,0,0,202.986,3.38783
Peanuts,42111000,1,1,ounce (32 peanuts),1,0.25,0.25,0,0,0,0,0,0,0,0,0,2.00009,0,0,2.15145,0,0,0,169.8165,2.45795
Pecans,42112000,1,1,ounce (20 halves),1,0.25,0.25,0,0,0,0,0,0,0,0,0,2.00009,0,0,3.36521,0,0,0,195.8985,1.75203
Pine nuts (pignolias),42113000,1,1,Tablespoon,1,0.25,0.25,0,0,0,0,0,0,0,0,0,0.60673,0,0,0.95204,0,0,0,57.878,0.4214
Pistachios,42114100,1,0.25,cup in shell,0.25,0.25,1,0,0,0,0,0,0,0,0,0,1.02254,0,0,1.11608,0,0,0,82.36,0.80475
Walnuts,42116000,1,1,ounce (14 halves),1,0.25,0.25,0,0,0,0,0,0,0,0,0,2.00009,0,0,2.93933,0,0,0,185.409,1.73786
Peanut butter,42202000,1,1,Tablespoon,1,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1.20181,1.53072,1.89067,0,95.84,1.6048
"Peanut butter, reduced fat",42202150,1,1,Tablespoon,1,0.5,0.5,0,0,0,0,0,0,0,0,0,1.00008,0,0,0.688,0,3.08371,0,93.6,1.332
Peanut butter & jelly spread,42203000,1,1,Tablespoon,1,0.5,0.5,0,0,0,0,0,0,0,0.01168,0,0.43008,0,0,0.51669,0.65808,13.99664,0,65.44,0.6896
Peanut sauce,42204050,1,1,Tablespoon,1,0.5,0.5,0,0,0,0,0,0,0,0.01414,0,0.45122,0,0,0.54233,0.69048,0.85334,0,44.1,0.7238
Coconut milk,42401010,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0,0,2.8218,0,0,1.52947,0,0,0,138,12.684
"Trail mix (nuts, seeds, dried fruit)",42501000,1,0.25,cup,0.25,0.25,1,0,0,0,0,0,0,0,0.1449,0,1.7283,0,0,1.76252,1.0206,0,0,176.05,1.5575
Sunflower seeds,43102000,1,1,"ounce, hulled",1,0.25,0.25,0,0,0,0,0,0,0,0,0,2.00009,0,0,1.95401,0,0,0,161.595,1.4742
White bread,51101000,1,1,regular slice,1,0.5,0.5,0.99996,0,0,0,0,0,0,0,0,0,0,0,0.13809,0,0,0,69.16,0.2106
French bread,51107010,1,1,large slice,1,0.5,0.5,2.56,0,0,0,0,0,0,0,0,0,0,0,0.00484,10.28736,0.04161,0,175.36,0.4096
foccacia,51108010,1,1,slice,1,0.5,0.5,2.00013,0,0,0,0,0,0,0,0,0,0,0,1.19371,1.65699,0,0,182.4,0.0171
Pita bread (white),51109100,1,1,"medium (5-1/4"" across)",1,0.5,0.5,1.9998,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,123.75,0.0765
Cheese bread,51111010,1,1,slice,1,0.5,0.5,0.99996,0,0,0,0,0,0,0,0.03068,0,0,0,0.13116,3.82122,4.04855,0,70.98,0.4732
Cinnamon bread or toast,51113010,1,1,slice,1,0.5,0.5,0.99996,0,0,0,0,0,0,0,0,0,0,0,0.13809,0,4.25985,0,69.16,0.2106
Garlic bread,51121010,1,1,medium slice,1,0.5,0.5,0.99992,0,0,0,0,0,0,0,0,0,0,0,0.00232,30.60747,0.01414,0,95.7,0.7134
Diet high-fiber bread,51122000,1,1,regular slice,1,0.5,0.5,0.81635,0,0,0,0,0,0,0,0,0,0.00725,0,0.00148,3.34863,0,0,60.03,0.1595
Raisin bread,51129010,1,1,regular slice,1,0.5,0.5,0.99996,0,0,0,0,0,0,0.01456,0,0,0,0,0.00358,7.6752,3.10614,0,71.24,0.2808
Sourdough bread,51133010,1,1,medium slice,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.00189,4.0185,0.01625,0,68.5,0.16
White roll,51150000,1,1,pan or dinner roll,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.20253,0,0,0,78.12,0.3052
Sub roll,51157000,1,1,"medium (8"" long)",1,0.5,0.5,2.89238,0,0,0,0,0,0,0,0,0,0,0,0.67993,0,0,0,262.26,1.0246
Frosted sweet roll or cinnamon bun,51160110,1,1,medium roll,1,0.5,0.5,0.6678,0,0,0,0,0,0,0.0402,0,0,0.0552,0,0.00813,78.1866,86.12344,0,226.8,1.722
Coffee cake,51165060,1,1,"piece (1/12 of a 9"" sq)",1,0.5,0.5,1.47392,0,0,0,0,0,0,0,0,0.10669,0,0,0.16387,26.3952,29.20535,0,159.8,0.8742
Fat-free coffee cake,51165100,1,1,one-inch slice,1,0.5,0.5,0.69399,0,0,0,0,0,0,0.01452,0,0,0,0,0.00594,0,42.45464,0,94.05,0.033
Croissant,51166000,1,1,medium croissant (2 oz),1,0.5,0.5,2.00013,0,0,0,0,0,0,0,0,0,0,0,0.00785,100.1889,21.58694,0,231.42,6.6462
Bagel (plain),51180010,1,1,regular (4 oz),1,0.25,0.25,4.0383,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,288.75,0.231
Raisin bagel,51180030,1,1,regular (4 oz),1,0.25,0.25,4.0383,0.21735,0,0,0,0,0,0.0525,0,0,0,0,0.0371,0,14.64323,0,287.7,0.2835
Bread stuffing,51182010,1,0.5,"cup, moist type",0.5,0.25,0.5,1.467,0,0,0,0,0,0,0,0,0,0.001,0,0,72.108,8.76091,0,176,1.63
Bread stick,51184000,1,1,medium,1,1,1,0.5321,0,0,0,0,0,0,0,0,0,0,0,0.00078,7.2207,0,0,41.2,0.141
Croutons,51185000,1,0.25,cup,0.25,0.25,1,0.3927,0,0,0,0,0,0,0,0.0255,0,0.0002,0,0.00116,15.5016,4.91683,0,46.5,0.525
English muffin,51186010,1,1,muffin,1,0.5,0.5,1.99984,0,0,0,0,0,0,0,0,0,0,0,0.10517,0.03654,3.71436,0,136.3,0.1508
English muffin with raisins,51186100,1,1,muffin,1,0.5,0.5,1.99984,0,0,0,0,0,0,0.06728,0,0,0,0,0.26564,0,33.16531,0,140.94,0.2262
Melba toast,51187000,1,1,piece,1,1,1,0.3313,0,0,0,0,0,0,0,0,0,0,0,0.00051,0.5472,0.11378,0,19.5,0.0225
100% whole wheat bread,51201010,1,1,regular slice,1,0.5,0.5,1,0.97468,0,0,0,0,0,0,0,0,0,0,0.00579,8.29332,20.25248,0,68.88,0.2576
Pita bread (100% whole wheat),51201150,1,1,"medium (5-1/4"" across)",1,0.5,0.5,1.9998,1.99665,0,0,0,0,0,0,0,0,0,0,0.0056,0,0.89966,0,119.7,0.1845
Whole wheat English muffin,51202000,1,1,muffin,1,0.5,0.5,1.99984,1.99114,0,0,0,0,0,0,0,0,0,0,0.18038,0.56318,1.04806,0,117.74,0.1914
100% whole wheat bagel,51208000,1,1,regular (4 oz),1,0.25,0.25,4.0383,4.0383,0,0,0,0,0,0,0,0,0,0,0.02287,0,0,0,277.2,0.252
Wheat or cracked wheat bread,51301010,1,1,regular slice,1,0.5,0.5,1,0.3195,0,0,0,0,0,0,0,0,0,0,0.00311,6.696,4.41702,0,65,0.2225
Wheat Bagel (part whole wheat),51301700,1,1,regular (4 oz),1,0.25,0.25,4.0383,1.14975,0,0,0,0,0,0,0,0,0,0,0.0217,0,0,0,300.3,0.2205
Cracked wheat English muffin,51303010,1,1,muffin,1,0.5,0.5,1.99984,0.8381,0,0,0,0,0,0,0,0,0,0,0.00206,4.37436,2.87533,0,129.34,0.1682
Wheat roll (part whole wheat),51320530,1,1,pan or dinner roll,1,0.5,0.5,1,0.40012,0,0,0,0,0,0,0,0,0,0,0.37271,0.8946,4.4601,0,82.04,0.3108
Rye bread,51401010,1,1,regular slice,1,0.5,0.5,1,0.36764,0,0,0,0,0,0,0,0,0,0,0.01947,4.42494,0,0,67.34,0.1638
Multigrain bread,51601020,1,1,regular slice,1,0.5,0.5,1,0.71006,0,0,0,0,0,0,0,0,0,0,0.01335,4.82742,9.01414,0,65,0.2106
Diet high-fiber multigrain bread,51602010,1,1,regular slice,1,0.5,0.5,0.76076,0.16432,0,0,0,0,0,0,0,0.05798,0.0208,0,0.03594,0,8.10977,0,60.58,0.1092
Refrigerated biscuit (canned dough),52102040,1,1,biscuit,1,0.5,0.5,0.65512,0,0,0,0,0,0,0,0,0,0,0,0,2.45385,0.00741,0,65.74,0.703
Buttermilk biscuit,52103000,1,1,medium,1,0.5,0.5,1.45707,0,0,0,0,0,0,0,0,0,0,0,0,73.56852,1.75738,0,185.64,1.2699
Cornbread stuffing,52204000,1,0.5,"cup, moist type",0.5,0.25,0.5,1.393,0,0,0,0,0,0,0,0,0,0,0,0,75.852,14.05971,0,179,1.76
Cornbread or corn muffin,52206010,1,1,medium muffin or square,1,0.5,0.5,1.4763,0,0,0,0,0,0,0,0,0,0.10317,0,0,38.5776,34.76145,0,173.85,0.7695
Hush puppy,52209010,1,1,hush puppy,1,1,1,0.80058,0,0,0,0,0,0,0,0,0,0,0,0.57156,0.93456,0,0,74.14,0.4642
Corn tortilla,52215100,1,1,"medium (6"" across)",1,0.5,0.5,1.00008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.28,0.0792
Flour (wheat) tortilla,52215200,1,1,"medium (8"" across)",1,0.5,0.5,1.69983,0,0,0,0,0,0,0,0,0,0,0,0.00306,29.20158,0,0,165.75,0.8925
Whole wheat tortilla,52215260,1,1,"medium (7"" across)",1,0.5,0.5,1.4816,1.0372,0,0,0,0,0,0,0,0,0,0,0.00764,0,0,0,105.2,0.088
Taco or tostada shell,52215300,1,1,"medium (5"" across)",1,0.5,0.5,0.63335,0,0,0,0,0,0,0,0,0,0,0,0,23.33073,0,0,62.244,0.43225
Blueberry or banana muffin,52302010,1,1,medium (2 3/4” across),1,0.5,0.5,2.51086,0.0452,0,0,0,0,0,0.16724,0,0,0,0,0,52.58907,72.18239,0,313.01,1.582
Fat-free berry or banana muffin,52302100,1,1,medium (2 3/4” across),1,0.5,0.5,2.51086,0,0,0,0,0,0,0.08249,0,0,0,0,0,0,69.07836,0,294.93,0.113
Chocolate chip muffin,52302500,1,1,medium (2 3/4” across),1,0.5,0.5,2.51086,0,0,0,0,0,0,0,0,0,0,0,0.13058,115.49052,42.35435,0,363.86,4.6895
Bran muffin,52304010,1,1,medium (2 3/4” across),1,0.5,0.5,2.51086,1.07576,0,0,0,0,0,0.24182,0,0,0,0,1.9652,2.08485,54.07251,0,333.35,1.5368
Lowfat bran & fruit muffin,52304040,1,1,small muffin (2 oz),1,0.5,0.5,1.28876,0,0,0,0,0,0,0.0232,0,0,0,0,0,21.78828,43.22426,0,136.3,0.4582
Plain muffin,52306010,1,1,medium (2 3/4” across),1,0.5,0.5,2.51086,0,0,0,0,0,0,0,0,0,0,0,0,100.33722,20.7731,0,344.65,2.9832
Matzo pancake,52308010,1,1,pancake or fritter,1,0.5,0.5,0.1602,0,0,0,0,0,0,0,0,0.10125,0,0,0,2.89605,0.80415,0,53.55,0.69645
Matzo ball,52308020,1,1,ball,1,0.5,0.5,0.4942,0,0,0,0,0,0,0,0,0.17115,0,0,0,1.13155,0,0,47.95,0.4284
"Fruit bread (banana, etc.)",52405010,1,1,slice (1.4 oz),1,0.5,0.5,0.91102,0,0,0,0,0,0,0.06847,0,0,0,0,0,34.91847,47.34205,0,132.43,0.8651
Zucchini bread,52407000,1,1,slice (1.4 oz),1,0.5,0.5,0.8888,0,0.0752,0,0,0,0.0752,0,0,0,0,0,1.49938,2.6028,35.90184,0,149.6,1.06
Angel food cake,53101100,1,1,"piece (1/12 of 10"" cake)",1,0.5,0.5,1.14684,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0017,0,143.07,0.0228
Carrot cake with icing,53104260,1,1,"piece, 1-layer cake",1,0.5,0.5,0.8168,0,0.1104,0.1104,0,0,0,0,0,0,0,0,3.11022,17.9928,118.06906,0,326.4,3.064
Cheesecake,53104500,1,1,piece,1,0.5,0.5,0.53248,0.26624,0,0,0,0,0,0.00768,0.10112,0,0,0,0,214.39872,107.77052,0,409.6,9.8304
Chocolate cake with icing,53105260,1,1,"piece, 1-layer cake",1,0.5,0.5,0.59202,0,0,0,0,0,0,0,0,0,0,0,0,81.8532,119.02317,0,245.52,2.8248
Chocolate cupcake with icing/filling,53108200,1,1,medium cupcake (1.4 oz),1,0.5,0.5,0.7712,0,0,0,0,0,0,0,0,0,0,0,0.60871,26.4348,51.68772,0,150.4,1.144
Ice cream cake,53112100,1,1,piece (1/10 of loaf),1,0.5,0.5,0.2176,0,0,0,0,0,0,0,0.02992,0,0,0,0.00038,35.29404,34.46238,0,91.12,1.5266
Pound cake,53116000,1,1,piece (1/10 of loaf),1,0.5,0.5,1.78087,0,0,0,0,0,0,0,0,0,0,0,0,116.81397,101.20098,0,350.35,3.1122
Upside down cake (with fruit),53119000,1,1,"piece (1/12 of 8"" sq)",1,0.5,0.5,1.13606,0,0,0,0,0,0,0.06536,0,0,0,0,0,89.52858,101.00821,0,275.2,2.5026
White cake with icing,53120260,1,1,"piece, 2-layer cake",1,0.5,0.5,1.08891,0,0,0,0,0,0,0,0,0,0,0,0,127.80468,214.90551,0,415.29,2.9212
Yellow cake with icing,53121260,1,1,"piece, 2-layer cake",1,0.5,0.5,1.43008,0,0,0,0,0,0,0,0,0,0,0,0,106.88976,194.83231,0,400.03,2.7686
Fruit shortcake with whipped cream,53123070,1,1,"piece (3"" across)",1,0.5,0.5,0.16638,0,0,0,0,0,0,0.26078,0,0,0,0,0,33.3999,124.59146,0,211.22,2.36
Biscotti,53203500,1,1,biscotti,1,0.5,0.5,0.82112,0,0,0,0,0,0,0,0,0.35648,0,0,0.36153,31.7376,32.58602,0,144.96,1.1264
"Brownie, no icing",53204010,1,1,"brownie (2"" square)",1,0.5,0.5,0.6205,0,0,0,0,0,0,0,0,0.08024,0,0,0.11817,33.39072,47.98538,0,128.86,0.969
Brownie with icing,53204100,1,1,"brownie (2"" square)",1,0.5,0.5,0.69552,0,0,0,0,0,0,0,0,0.05922,0,0,0.08419,53.53992,56.6751,0,170.1,1.7808
Chocolate chip cookie,53206000,1,1,"medium (2"" across)",1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0.0198,19.2276,12.56597,0,48.1,0.748
Reduced-fat chocolate chip cookie,53206030,1,1,Nabisco Chips Ahoy!,1,1,1,0.30763,0,0,0,0,0,0,0,0,0,0,0,0,14.91398,13.92038,0,46.866,0.535
Chocolate fudge cookie,53207000,1,1,"medium (2"" across)",1,1,1,0.33319,0,0,0,0,0,0,0,0,0,0,0,0,16.06878,14.26922,0,56.29,0.5512
Moon pie,53208200,1,1,moon pie,1,0.5,0.5,0.77532,0,0,0,0,0,0,0,0,0,0,0,0,117.50076,122.82563,0,328.38,3.6816
Oreo or thin mint cookie,53209000,1,1,regular Oreo,1,1,1,0.24112,0.01507,0,0,0,0,0,0,0,0,0,0,0,20.02077,14.71117,0,51.92,0.4026
